"client_id";"birth_number";"district_id";"sex"
1579;631013;27;M
1580;680618;1;F
1581;630415;56;F
1582;340214;54;M
1583;720108;1;F
1584;620129;1;F
1585;350720;60;M
1586;340112;60;F
1587;280505;23;M
1588;501029;45;M
1589;511127;48;F
1590;400810;13;F
1591;530707;42;F
1592;280411;56;M
1593;250531;56;F
1594;390929;56;M
1595;541216;56;F
1596;781022;58;F
1597;560510;60;M
1598;250425;67;M
1599;641008;43;M
1600;650615;43;F
1601;690329;42;F
1602;681230;42;M
1603;680827;26;M
1604;690721;26;F
1605;800921;52;F
1606;820902;65;M
1607;410526;8;F
1608;411111;53;M
1609;440530;53;F
1610;420423;68;F
1611;631202;59;F
1612;590630;59;M
1613;610115;50;M
1614;380518;21;M
1615;520428;74;F
1616;380523;54;M
1617;500430;5;F
1618;791207;17;F
1619;420127;74;F
1620;360515;74;M
1621;520405;76;F
1622;501012;52;M
1623;630709;36;M
1624;650910;9;M
1625;730712;9;F
1628;570325;12;F
1629;660901;28;M
1630;640219;28;F
1631;760430;74;M
1632;430220;8;F
1633;720828;55;F
1634;691110;55;M
1635;300902;75;F
1636;320912;75;M
1637;431020;21;M
1638;540130;40;F
1639;590501;1;F
1640;530613;51;F
1641;230128;31;F
1642;591010;1;F
1643;760417;39;F
1644;760606;56;M
1645;610310;39;F
1646;660317;8;M
1647;780326;71;F
1648;520312;46;M
1649;500316;46;F
1650;530329;1;M
1651;660710;11;F
1653;440619;42;M
1654;631208;60;M
1655;720204;74;M
1656;680618;22;F
1657;351002;32;M
1658;290821;52;F
1659;371215;1;F
1660;821211;1;F
1661;530416;47;F
1662;670907;53;M
1663;570429;19;M
1664;181110;64;F
1665;120302;64;M
1666;410831;1;M
1667;400813;1;F
1668;490817;20;F
1669;521025;47;M
1670;610507;53;M
1671;310915;57;F
1672;280107;57;M
1673;720709;48;M
1674;201027;11;F
1675;400215;74;M
1676;530203;53;M
1677;460907;53;F
1679;420417;67;F
1680;750328;29;F
1681;401125;34;M
1682;560907;69;M
1683;511224;15;F
1684;461025;15;M
1685;440421;61;F
1686;471108;1;F
1687;470227;1;M
1688;230810;32;M
1689;361204;1;M
1690;470817;46;F
1691;780208;21;F
1692;720207;62;M
1693;800706;45;F
1694;791227;45;M
1696;230321;1;F
1697;640110;55;F
1698;671121;55;M
1699;550311;17;M
1700;490309;7;M
1701;450611;7;F
1702;730407;53;F
1703;180111;50;M
1704;141003;50;F
1705;460701;19;F
1706;440719;19;M
1707;510218;10;M
1709;521213;74;F
1710;440211;54;M
1711;620614;64;F
1712;640101;64;M
1713;350421;65;M
1714;450522;58;M
1717;790307;73;F
1718;380727;75;M
1719;700809;35;M
1720;340224;33;F
1721;340702;33;M
1722;331001;68;M
1723;810228;71;F
1724;341021;68;F
1725;590118;76;F
1726;520603;76;M
1727;510121;32;M
1728;460818;32;F
1729;470516;76;M
1730;321215;40;M
1731;681130;17;F
1733;740720;57;F
1734;751110;26;M
1735;760531;26;F
1736;790417;41;F
1737;550730;27;M
1738;630125;27;F
1741;320702;70;M
1742;540606;1;M
1743;590727;3;M
1744;691228;50;F
1745;591018;23;F
1746;590910;11;F
1747;560220;11;M
1748;761231;64;M
1749;281117;50;F
1750;641231;23;M
1751;590124;54;M
1752;781123;70;M
1753;790226;60;F
1754;790529;57;M
1755;650818;65;F
1756;360708;1;M
1757;370930;1;F
1758;471113;35;M
1759;230116;63;F
1760;230307;77;M
1761;480423;45;M
1762;561230;61;M
1763;671207;46;M
1764;710709;66;M
1765;750803;9;M
1768;510427;29;M
1769;490805;12;M
1770;511015;12;F
1771;271020;54;F
1772;790921;73;F
1774;711005;32;F
1775;431208;73;M
1776;541024;30;F
1777;630108;69;F
1778;680902;69;M
1779;351126;37;M
1780;541209;54;F
1781;240816;67;M
1782;481224;19;M
1783;461005;1;F
1784;801102;2;F
1785;751125;39;M
1786;340625;63;F
1787;311128;63;M
1788;500323;1;M
1789;330807;61;F
1790;530528;1;M
1791;660512;5;F
1792;750901;54;M
1793;450317;41;F
1794;400330;54;F
1795;600228;38;F
1796;381123;10;M
1797;411104;10;F
1798;330708;70;M
1799;590626;36;M
1800;430928;63;F
1801;700101;66;M
1802;641016;66;F
1803;460512;25;F
1806;520103;5;M
1807;350630;47;M
1808;330626;47;F
1809;310512;24;M
1810;190630;41;M
1811;390329;1;M
1812;470517;36;F
1813;490928;36;M
1814;400312;57;M
1815;770224;16;F
1816;510724;62;M
1817;531206;47;F
1818;561002;47;M
1819;790420;43;F
1820;281120;50;F
1821;410424;1;M
1822;220913;71;F
1823;780807;1;F
1824;600803;69;M
1825;740424;51;F
1826;370912;13;M
1827;410816;13;F
1828;621114;69;M
1829;420816;51;F
1830;520203;33;M
1831;761009;51;M
1832;660731;1;F
1833;661115;30;M
1834;270219;7;M
1835;280311;7;F
1836;440307;36;F
1837;570113;67;M
1838;591127;67;F
1839;361218;5;F
1840;351028;5;M
1841;530323;67;F
1842;430913;9;M
1843;390125;48;F
1844;220203;74;F
1845;181114;74;M
1846;801212;48;M
1847;790130;52;F
1848;240702;6;F
1849;220924;57;F
1850;420705;52;F
1851;750912;31;F
1852;620905;50;M
1853;650818;1;M
1854;320527;70;F
1856;680822;54;F
1857;640316;54;M
1860;641031;1;F
1861;570715;29;M
1862;771009;50;F
1863;520216;54;M
1864;480314;22;M
1865;490609;22;F
1866;420611;64;F
1867;440924;1;F
1868;800216;60;M
1869;330214;1;F
1870;350429;1;M
1871;800220;1;F
1872;630124;52;F
1873;681026;52;M
1874;461020;1;M
1875;761019;15;M
1876;510701;1;M
1877;570821;47;F
1878;630902;47;M
1879;440402;21;F
1880;740808;1;M
1881;340124;72;M
1882;320524;72;F
1883;611027;18;F
1884;760126;59;F
1885;700107;47;F
1886;200407;34;M
1887;260715;54;M
1888;180924;66;F
1889;570728;32;F
1890;550814;14;F
1891;590304;62;F
1892;280326;66;M
1893;340211;66;F
1894;471105;1;F
1895;651103;47;F
1896;820208;48;M
1897;690307;36;F
1898;610801;73;M
1899;410703;10;M
1900;651122;23;M
1901;621107;23;F
1903;390830;1;F
1904;410222;66;M
1905;490518;72;F
1906;220707;63;M
1907;280908;75;F
1908;200117;33;M
1909;440316;35;F
1910;461108;67;M
1911;380421;48;F
1912;720226;57;M
1913;680415;69;M
1914;420620;39;F
1915;390909;39;M
1916;260719;28;M
1917;690313;69;F
1919;490504;30;M
1920;750807;42;M
1921;461026;1;F
1922;490403;1;M
1923;580507;1;F
1924;380529;67;M
1925;380623;37;M
1926;350208;37;F
1927;520426;77;M
1928;520814;77;F
1929;550815;65;F
1930;340221;38;F
1931;421114;16;F
1932;400121;15;F
1934;331121;70;F
1935;290512;68;F
1936;551016;15;F
1937;600327;15;M
1938;390930;57;F
1939;250814;1;M
1940;230122;1;F
1941;210712;10;F
1942;150510;10;M
1943;260211;39;M
1944;570122;31;F
1945;540603;54;M
1946;350719;72;M
1947;810208;23;M
1948;390219;71;F
1949;420623;71;M
1950;290706;26;M
1951;710429;41;M
1952;710309;52;F
1953;650922;52;M
1954;520728;69;M
1955;711028;66;F
1956;250709;1;F
1957;720304;63;M
1958;771121;63;F
1959;201226;1;M
1960;460823;22;M
1961;200604;31;F
1962;501118;6;M
1963;450612;38;M
1964;310805;17;M
1965;390810;75;M
1966;480701;19;F
1967;631115;1;F
1968;600813;1;M
1969;260826;53;F
1970;471105;1;F
1971;690314;3;F
1972;460429;1;F
1973;310913;60;F
1974;180714;10;M
1975;150927;10;F
1976;181012;72;M
1977;351025;10;F
1978;520522;18;F
1979;260319;51;F
1980;590430;77;M
1981;700922;19;F
1982;770708;53;M
1983;820205;53;F
1984;260829;1;M
1985;371213;6;M
1986;420813;6;F
1988;520504;13;M
1989;390113;50;F
1990;431125;50;M
1991;181109;64;M
1993;750621;1;M
1994;670706;1;F
1995;410410;50;F
1996;370320;1;M
1997;771109;1;F
1998;781215;40;F
1999;820210;74;F
2000;420509;39;F
2001;770805;34;F
2002;181126;70;F
2003;210615;70;M
2004;740203;1;F
2005;791003;30;M
2006;620822;41;F
2007;580913;41;M
2008;400607;47;M
2009;360116;12;M
2010;520812;37;M
2011;251118;46;F
2012;230627;46;M
2013;400710;1;F
2015;681115;1;F
2016;341009;55;M
2017;310123;55;F
2018;450825;56;F
2019;320928;73;M
2020;251220;73;F
2021;191208;67;M
2022;391112;56;M
2023;310902;56;F
2024;340415;62;M
2025;411231;39;M
2026;341203;39;F
2027;300122;12;M
2028;241017;12;F
2029;230919;5;F
2030;800804;5;F
2031;261215;54;M
2032;430321;1;M
2033;370702;1;F
2034;260612;13;M
2035;280727;13;F
2037;480826;69;F
2038;800329;1;F
2039;690120;68;F
2040;440807;59;M
2041;560811;68;M
2042;820704;49;M
2043;540915;77;F
2044;610918;32;F
2045;560822;28;M
2046;520826;28;F
2047;430725;11;F
2048;280603;23;F
2049;270220;70;M
2050;320523;70;F
2051;181207;74;F
2052;140519;74;M
2053;180207;16;M
2054;481206;48;M
2055;760831;56;F
2056;781209;1;M
2057;760102;6;F
2058;710302;76;M
2059;720630;43;M
2060;710604;43;F
2061;530727;63;M
2062;540522;63;F
2063;500926;68;F
2064;260730;53;M
2065;780820;64;M
2066;721027;1;M
2067;791020;56;M
2068;300524;72;F
2069;230101;70;F
2070;720723;70;F
2071;731219;1;M
2072;440209;75;F
2073;560208;22;M
2074;610916;24;F
2075;220129;74;M
2076;570207;63;F
2077;300301;44;F
2078;780803;10;F
2079;250529;72;F
2080;631226;60;M
2081;721106;46;F
2082;330204;67;M
2083;430312;71;M
2084;290216;1;F
2085;281128;1;M
2086;541029;35;F
2087;770929;68;M
2088;480826;32;F
2089;670609;70;F
2090;701007;70;M
2091;280117;48;F
2092;450321;72;M
2093;700624;48;M
2094;750906;48;F
2095;740430;9;M
2096;740906;74;F
2097;361111;53;M
2098;390528;53;F
2099;180116;1;M
2100;310929;33;F
2101;350624;33;M
2102;410527;51;M
2103;440204;18;F
2104;480108;37;M
2105;470718;42;F
2106;210321;74;F
2107;230418;74;M
2108;450421;77;F
2109;500514;15;F
2110;671103;3;F
2111;240529;57;F
2112;270915;21;M
2113;370404;68;M
2114;180821;51;M
2115;140301;51;F
2116;300614;76;M
2117;450228;53;M
2118;701112;1;M
2119;600518;30;F
2121;790925;64;M
2122;700717;1;F
2123;820517;53;M
2124;490114;68;F
2125;750412;71;M
2126;750328;52;F
2128;550813;38;F
2129;621207;75;M
2130;451029;21;F
2131;750211;39;F
2132;690206;39;M
2133;211128;53;F
2134;171214;53;M
2135;400808;24;F
2136;400724;28;F
2137;621109;73;F
2138;801219;68;M
2139;320306;18;F
2140;261018;18;M
2141;510906;28;M
2142;411220;21;F
2143;481112;21;M
2144;600128;15;F
2145;681224;39;F
2146;730104;65;M
2147;630814;69;F
2148;530720;31;F
2149;230409;33;F
2150;410417;61;M
2151;451230;61;F
2152;290907;17;F
2153;490516;36;F
2154;571128;60;F
2155;580610;15;M
2156;661227;33;F
2157;451117;11;M
2158;810506;10;M
2159;300123;74;F
2160;450531;70;M
2161;200306;1;F
2162;130912;1;M
2163;180408;52;M
2164;411029;47;M
2165;450302;47;F
2166;470722;30;F
2167;811213;1;M
2168;630712;46;F
2169;710101;46;M
2170;420430;70;M
2171;581128;1;M
2172;290821;7;F
2173;511217;56;F
2174;520808;74;F
2175;420103;53;F
2176;460716;18;M
2177;420530;24;F
2178;390809;46;M
2179;391027;9;F
2180;721017;51;F
2181;680722;46;M
2182;291201;75;F
2183;310821;75;M
2184;700707;24;M
2185;570620;20;F
2186;420726;48;F
2187;330312;40;M
2188;250825;40;F
2189;621115;21;F
2190;741022;28;M
2191;790804;28;F
2192;560412;1;F
2193;520726;1;M
2194;610822;50;F
2195;420913;68;F
2196;550216;31;F
2197;621210;47;F
2198;200222;17;F
2199;111209;17;M
2200;530731;66;M
2201;290223;44;M
2202;280817;44;F
2203;391001;10;M
2204;460819;54;F
2205;521212;55;M
2206;640604;10;F
2207;610217;70;F
2208;590109;70;M
2209;270613;30;F
2210;330423;30;M
2211;200224;3;F
2212;720527;52;M
2213;681107;3;M
2214;461107;5;M
2215;250129;10;M
2216;720704;1;F
2217;740220;1;M
2218;681108;43;M
2219;641128;43;F
2220;520217;20;F
2221;450315;20;M
2222;340803;1;F
2223;430524;70;F
2224;321004;54;M
2225;601106;4;F
2226;641009;74;F
2227;750725;42;M
2228;400320;43;F
2229;440907;68;M
2230;690531;5;M
2231;711013;21;F
2232;670527;36;M
2233;641224;36;F
2235;400420;14;F
2236;780627;44;F
2237;581003;47;M
2238;540219;47;F
2239;760109;6;F
2240;320312;47;F
2241;261230;47;M
2242;760605;1;F
2243;800704;1;M
2246;530801;55;F
2247;780113;35;F
2248;751024;7;M
2249;451207;32;F
2250;381208;34;F
2251;711013;26;F
2252;651115;37;M
2253;570909;37;F
2254;271209;72;F
2255;230824;50;F
2256;740605;70;M
2257;790831;62;F
2258;791103;62;M
2259;500102;19;F
2260;620422;62;F
2261;561113;62;M
2263;340817;1;M
2264;430508;4;M
2265;770918;52;M
2266;390123;16;M
2267;660410;1;F
2268;381226;10;M
2269;631110;48;F
2270;600421;61;F
2271;641107;61;M
2274;641014;9;M
2275;650724;9;F
2276;320427;44;F
2277;790325;1;M
2278;210701;76;M
2279;531106;52;M
2280;740424;10;F
2281;780606;76;F
2282;730311;60;M
2283;610809;1;M
2286;661126;54;F
2287;791021;47;M
2288;570823;32;F
2289;540821;32;M
2290;540530;31;F
2291;570919;6;M
2292;211110;59;M
2293;691122;1;M
2294;521227;32;F
2295;390228;22;F
2296;420613;22;M
2297;650118;48;M
2298;690515;48;F
2299;400220;6;F
2300;610707;35;F
2301;601219;35;M
2302;570126;74;M
2303;390401;61;F
2304;390211;61;M
2305;490610;70;F
2306;430821;70;M
2307;230906;26;M
2308;741031;27;F
2309;760513;15;F
2310;390723;40;M
2311;351001;40;F
2312;750215;11;F
2313;801029;70;M
2314;591216;34;F
2315;631008;34;M
2316;700325;1;M
2317;760222;1;M
2318;230919;20;F
2319;700516;40;F
2320;510523;60;M
2321;680112;68;F
2322;280611;15;M
2323;420629;48;F
2324;780716;27;M
2325;550203;2;F
2326;451214;72;F
2327;191027;73;M
2328;681002;24;M
2329;730102;18;M
2330;481117;40;F
2331;570531;42;F
2332;491222;60;F
2333;491012;60;M
2335;340328;66;F
2336;220717;12;M
2337;170409;12;F
2338;570725;58;F
2339;561206;58;M
2340;530502;42;M
2341;470713;42;F
2342;481218;70;M
2343;590318;1;M
2344;240427;3;F
2345;420719;33;M
2346;471025;33;F
2347;431217;35;F
2348;330424;35;M
2349;680710;46;F
2350;670609;46;M
2351;650417;38;M
2352;770929;70;F
2353;290917;4;F
2354;671221;1;M
2355;480630;6;F
2356;300710;52;M
2357;370110;52;F
2358;461016;74;F
2359;530701;74;M
2361;680924;9;M
2362;740902;9;F
2363;470618;43;M
2364;710426;56;F
2365;530626;46;F
2366;300101;35;M
2367;310405;35;F
2368;431222;64;F
2369;401219;64;M
2370;560821;41;F
2371;560207;70;F
2372;710409;23;F
2373;540119;15;M
2374;680727;9;M
2375;650725;72;F
2376;640819;72;M
2377;501117;49;M
2378;530313;63;F
2379;640619;33;F
2380;270817;40;M
2381;311011;40;F
2382;271025;62;F
2383;470101;31;F
2384;461217;31;M
2385;330505;13;M
2386;340310;13;F
2387;450716;77;F
2388;710729;42;M
2389;240720;25;M
2390;380513;57;M
2391;420124;1;M
2392;550521;26;M
2393;760823;16;F
2394;620604;5;M
2395;530311;8;M
2396;490829;41;F
2397;180714;46;M
2398;550825;71;F
2399;430502;42;F
2400;590410;19;M
2401;480126;26;F
2402;481026;41;M
2403;630125;1;F
2404;770705;27;F
2405;750821;27;M
2406;561006;49;F
2407;750827;51;M
2408;400428;6;F
2409;640527;54;M
2410;730208;73;F
2411;680817;73;M
2412;801026;20;M
2413;610809;46;M
2414;500713;54;F
2415;570424;54;M
2416;541223;72;F
2417;380621;48;F
2418;531227;1;F
2419;540623;1;F
2420;720606;48;F
2421;701110;48;M
2422;760609;68;F
2423;570709;42;M
2424;201110;54;M
2425;770718;6;F
2426;270609;74;M
2427;341130;74;F
2428;460627;1;F
2429;731122;70;M
2430;371028;5;M
2431;661010;75;M
2432;240308;27;F
2433;640619;32;M
2434;450524;42;F
2435;431018;16;F
2436;340806;25;F
2437;361227;45;M
2438;460919;52;F
2439;441126;52;M
2440;350909;17;M
2441;281006;1;M
2442;270708;1;F
2443;490523;75;M
2444;340826;4;M
2445;690226;54;M
2447;721007;68;M
2448;710701;68;F
2449;671228;1;M
2450;750517;54;F
2451;391206;42;M
2452;520607;64;F
2453;240113;13;M
2454;400904;69;F
2455;191104;72;M
2456;231204;72;F
2457;400817;68;M
2458;320809;68;F
2459;740722;20;F
2460;630105;19;F
2461;670402;64;M
2462;340606;19;M
2463;441217;7;M
2464;450901;30;M
2465;731017;51;M
2467;460516;36;F
2468;650318;71;M
2469;570910;54;F
2470;430614;53;M
2471;420105;53;F
2472;760329;70;F
2473;761017;20;F
2474;570406;42;M
2475;820202;44;F
2476;570216;75;F
2477;520614;75;M
2478;400524;48;F
2479;590331;31;F
2480;761208;46;F
2481;480622;6;M
2482;250107;34;M
2483;291230;34;F
2484;691221;68;M
2485;330515;20;M
2486;611005;76;F
2487;670925;67;F
2488;800922;9;F
2489;750128;64;F
2490;610326;61;F
2491;390320;5;F
2492;431213;5;M
2493;621009;1;M
2494;710106;37;M
2495;391214;58;F
2496;720707;1;M
2497;620406;34;F
2498;800312;37;M
2499;440804;13;M
2500;460820;24;F
2501;401204;70;F
2502;350313;1;F
2503;770923;54;F
2504;500109;61;M
2505;600430;25;F
2506;760927;76;M
2507;520826;37;F
2508;650807;72;F
2509;710206;72;M
2510;590610;72;F
2511;750327;35;F
2512;740727;35;M
2513;410508;41;M
2514;570211;59;M
2515;580603;12;M
2516;420105;33;F
2517;240909;18;M
2518;210507;18;F
2519;700806;29;F
2520;440730;62;M
2521;470330;55;F
2522;370908;74;M
2523;371202;74;F
2524;590731;36;M
2525;520710;36;F
2526;640726;1;M
2527;470731;44;F
2528;770216;25;M
2529;390622;70;M
2530;500211;8;M
2531;540124;5;F
2532;370509;29;M
2533;290717;40;F
2534;430110;1;M
2535;450110;1;M
2536;611022;64;M
2537;571010;73;M
2538;800223;56;M
2539;720121;32;F
2540;810626;46;M
2542;441219;3;M
2543;520827;3;F
2545;530928;9;F
2546;611203;41;F
2547;531029;48;F
2548;531006;48;M
2549;230505;70;F
2550;761012;1;F
2551;390811;70;F
2552;640124;74;F
2553;761124;34;M
2554;410920;64;M
2555;630923;42;M
2556;510210;44;F
2557;570218;7;M
2558;590118;30;M
2559;650331;8;F
2560;740620;70;F
2561;450726;48;M
2562;521101;42;M
2563;710908;74;M
2565;460522;64;M
2566;630325;29;F
2567;430530;64;M
2568;380611;64;F
2569;480401;69;M
2570;470619;69;F
2571;790425;43;F
2572;531008;1;M
2573;650310;1;F
2574;320422;29;F
2576;790516;46;F
2577;180107;70;M
2578;540708;76;M
2579;350102;11;F
2580;350307;11;M
2581;531119;52;F
2582;381215;51;M
2583;370617;75;M
2584;441215;4;F
2585;710828;75;F
2586;660514;8;M
2587;730103;8;F
2588;580519;33;M
2589;630217;21;M
2590;641019;42;F
2591;600227;42;M
2592;800831;1;F
2593;770610;1;M
2594;630731;55;M
2596;611008;31;M
2597;690806;28;F
2598;651025;28;M
2599;460109;1;M
2600;230417;7;F
2601;610725;37;M
2602;660820;37;F
2603;721103;38;F
2604;260711;22;M
2605;250417;22;F
2606;430104;31;M
2607;430327;63;M
2608;430915;58;F
2609;770509;1;M
2610;800503;1;F
2611;381109;77;M
2612;750203;38;M
2613;771026;1;M
2614;460314;72;M
2615;450826;64;F
2616;700707;50;M
2617;620626;50;F
2618;420814;17;M
2619;690709;63;F
2620;680718;63;M
2621;560509;51;M
2622;730607;71;M
2623;650716;16;F
2625;721007;57;M
2626;400214;1;M
2628;311105;1;F
2629;311203;1;M
2630;370820;64;F
2631;700521;18;M
2632;630225;18;F
2633;670712;1;F
2635;661210;67;F
2636;181024;28;M
2637;350606;64;M
2638;420107;1;M
2639;500304;45;F
2640;510129;45;M
2642;730904;22;M
2643;460107;54;F
2644;640323;6;F
2645;200422;67;M
2646;370607;63;F
2647;400326;9;M
2648;341010;9;F
2650;750305;75;M
2651;691127;75;F
2652;490509;41;F
2653;500125;1;M
2654;391008;59;F
2655;630812;44;M
2656;550915;54;M
2657;480709;73;M
2658;330121;11;M
2659;410524;46;M
2661;611017;1;F
2662;780829;1;M
2663;761001;8;M
2666;350706;47;F
2667;720101;9;M
2668;750209;9;F
2669;270508;51;M
2670;360913;45;M
2671;720422;35;F
2672;400326;7;F
2673;590716;65;M
2674;521003;65;F
2675;240122;31;M
2676;610601;61;M
2677;220524;33;M
2678;180515;33;F
2679;380930;1;M
2680;450902;1;F
2681;710104;45;F
2682;750114;45;M
2683;290613;48;F
2684;530211;74;F
2685;690621;73;F
2686;510324;19;F
2687;490822;19;M
2688;671024;60;F
2689;230117;16;M
2690;711225;58;F
2691;640517;47;M
2692;250530;44;M
2693;760804;46;F
2694;271006;15;F
2695;290516;15;M
2696;470904;2;M
2697;480814;2;F
2698;701007;31;F
2699;770223;31;M
2700;450222;34;M
2701;520329;1;M
2702;190226;7;M
2703;730312;2;F
2704;490522;1;F
2705;240430;43;M
2706;670702;3;M
2707;690523;45;M
2708;580812;73;M
2709;460614;26;M
2712;560117;25;M
2713;620902;36;M
2714;700306;6;F
2715;570704;7;M
2716;690713;25;F
2717;300428;46;M
2718;321222;46;F
2719;641030;29;F
2720;490905;1;F
2721;500626;24;F
2724;750301;35;M
2726;730728;1;F
2727;680205;1;M
2728;220813;74;M
2729;660828;1;M
2730;470318;52;M
2731;271208;38;M
2732;530916;57;F
2733;271111;3;F
2734;341112;3;M
2735;280731;64;M
2736;580215;1;F
2738;510425;1;M
2739;500126;13;M
2740;671123;36;F
2741;301129;41;F
2742;480827;65;F
2743;391004;50;F
2744;430222;50;M
2745;390807;54;F
2746;710225;1;M
2747;361014;6;M
2748;361006;6;F
2749;210304;14;F
2750;130713;14;M
2751;570124;68;F
2752;710809;48;M
2754;780524;66;F
2755;700323;1;F
2756;190928;31;F
2758;460714;1;M
2759;740126;2;M
2760;751212;68;F
2761;770929;1;F
2762;530423;29;F
2765;810420;36;F
2766;590915;70;M
2767;540604;70;F
2768;640402;1;M
2769;370515;69;M
2770;540708;1;M
2771;201025;37;M
2772;230108;37;F
2773;190913;49;F
2774;210223;49;M
2775;780709;41;F
2776;340607;31;F
2777;700328;46;F
2778;640516;57;M
2779;480504;29;M
2780;470116;29;F
2781;601122;46;F
2782;400913;31;M
2783;400620;1;M
2784;580725;36;F
2785;620729;22;M
2786;511102;24;M
2787;761014;41;F
2788;511021;49;F
2789;511225;1;F
2790;750210;16;M
2791;211010;60;M
2794;650122;18;M
2795;680413;18;F
2796;740625;15;M
2797;501105;28;M
2798;310627;65;M
2799;611202;4;F
2800;490826;2;M
2801;190218;75;M
2802;661129;1;F
2803;311012;68;M
2804;361110;68;F
2805;640713;73;M
2806;550701;58;F
2808;740331;8;F
2809;790214;33;M
2810;710728;72;M
2811;461207;1;F
2812;700502;55;F
2813;410410;70;M
2814;730210;19;F
2815;300630;35;M
2816;380315;35;F
2817;770219;1;F
2818;630412;54;M
2819;800812;8;M
2820;661217;77;M
2821;801101;45;F
2822;581019;50;M
2823;461218;70;F
2824;410905;39;M
2825;580329;65;M
2826;350128;59;M
2827;230213;63;M
2828;490710;14;F
2829;391227;33;F
2830;741114;51;M
2831;800709;68;F
2832;270723;13;M
2833;230709;13;F
2834;490523;52;M
2835;660127;27;M
2836;190921;38;F
2837;270521;38;M
2838;650309;65;M
2839;280705;72;F
2840;340514;72;M
2841;730410;18;F
2842;580617;74;M
2843;661006;70;F
2844;621119;51;M
2845;520902;7;M
2846;690317;1;F
2847;420725;34;F
2848;390220;34;M
2849;280402;19;M
2850;700820;7;M
2851;390810;54;M
2852;420628;26;F
2853;560425;28;F
2854;490601;16;M
2855;570726;16;F
2856;231111;47;M
2857;270203;33;M
2858;260212;42;F
2859;280924;68;F
2860;580331;28;M
2862;641007;49;F
2863;680305;49;M
2864;520409;51;F
2865;481118;15;M
2866;491030;15;F
2867;600123;1;F
2868;331214;14;M
2869;750805;1;M
2870;591128;29;M
2871;671123;71;F
2872;331027;77;F
2873;750324;16;F
2874;720910;34;M
2875;360817;46;M
2876;770107;1;M
2877;320429;59;M
2878;470417;68;M
2879;770110;40;M
2880;521230;60;M
2881;670321;12;F
2882;311214;70;M
2883;530226;30;M
2884;581010;40;F
2885;651004;1;F
2886;581003;1;M
2887;610129;2;F
2888;780909;1;F
2889;431205;25;M
2890;511011;62;M
2891;570723;62;F
2892;410321;3;F
2893;271102;2;F
2894;480725;70;F
2895;770517;70;F
2896;750516;1;F
2897;250718;40;M
2898;201017;40;F
2899;180518;16;M
2900;230322;18;M
2901;390109;25;F
2902;590703;8;F
2903;591126;8;M
2904;460518;64;F
2905;510707;64;M
2906;341216;5;M
2907;320922;5;F
2908;710228;1;M
2909;361009;26;M
2910;360928;76;M
2911;320925;45;M
2912;250728;45;F
2913;621227;44;M
2915;540222;33;F
2916;720930;1;M
2917;400118;16;M
2918;670521;5;M
2919;700908;5;F
2920;620623;44;F
2921;761220;64;F
2922;400907;43;M
2923;770321;35;F
2924;410206;18;F
2925;470908;18;M
2926;340211;27;M
2927;291228;27;F
2928;320302;38;M
2929;580310;1;M
2930;410322;41;M
2932;400711;1;F
2933;421212;72;M
2934;480427;72;F
2935;440502;61;F
2936;450311;3;F
2937;490701;74;M
2938;210601;8;F
2939;180213;8;M
2940;651016;1;M
2941;510312;38;M
2942;660603;67;F
2943;800628;1;F
2944;430823;71;F
2945;210602;74;M
2946;260123;74;F
2947;570518;19;F
2948;781120;47;M
2949;430925;14;M
2950;440606;46;M
2951;500831;76;F
2952;780117;52;F
2953;360707;3;M
2954;590812;38;F
2955;520716;38;M
2956;390806;23;M
2957;780307;23;M
2958;750507;48;M
2959;571119;54;M
2960;281219;1;M
2961;331228;1;F
2962;381110;1;M
2963;390329;1;F
2964;781127;8;M
2965;180207;30;F
2966;550220;65;M
2967;610115;53;F
2968;620824;40;M
2969;230422;55;M
2970;220406;55;F
2971;771203;1;F
2972;760114;1;M
2974;510712;56;F
2975;430318;33;F
2976;220803;57;F
2977;630206;39;M
2978;480305;33;F
2979;611222;4;F
2980;740614;11;M
2981;490205;16;F
2982;730323;6;F
2983;670723;6;M
2984;630524;60;F
2985;600413;60;M
2986;520515;14;M
2987;460601;14;F
2988;610521;33;M
2989;490201;17;F
2990;380402;32;F
2991;410731;32;M
2992;660507;11;M
2994;630722;18;M
2995;410615;35;F
2996;650129;1;M
2997;410309;1;F
2998;610402;1;M
2999;790324;74;F
3000;280402;41;F
3001;581007;1;M
3002;550513;42;F
3003;730512;69;F
3004;710713;69;M
3005;310629;43;M
3006;730808;22;F
3007;640411;76;M
3008;191219;73;M
3009;570803;62;F
3010;600112;62;M
3011;550919;74;M
3012;551110;70;F
3013;500318;51;F
3014;531105;51;M
3015;520229;73;M
3016;770823;40;M
3017;410514;2;M
3018;780128;61;M
3019;690923;30;M
3020;420827;32;F
3021;610824;1;M
3022;540922;1;F
3023;590404;16;M
3024;290308;60;M
3025;321227;60;F
3026;470325;22;M
3027;590725;62;M
3028;320423;34;F
3029;700508;43;M
3030;760510;68;F
3031;650905;40;F
3032;590410;40;M
3035;641102;27;M
3036;410331;16;F
3037;420104;64;M
3038;460305;6;F
3039;690601;55;F
3041;270424;4;F
3042;680214;18;F
3043;511115;63;F
3044;451007;36;M
3045;500318;10;F
3046;250122;1;F
3047;751001;45;M
3048;230106;16;F
3049;670406;6;M
